filename,approachability,arousal,danceability,engagingness,instrumentalness,tempo,valence,ai
isa-h-1,0.270864337682724,4.172133922576904,0.3240772485733032,0.25717347860336304,0.7140247225761414,61,4.239194393157959,FALSE
isa-h-2,0.22413401305675507,5.328084468841553,0.7693898677825928,0.5368485450744629,0.463512122631073,120,4.328239440917969,FALSE
jasper-v-1,0.13136552274227142,4.625250816345215,0.5818376541137695,0.5166652202606201,0.39109283685684204,97,3.771205186843872,TRUE
jasper-v-2,0.19058215618133545,5.039306640625,0.35712558031082153,0.46545013785362244,0.3917132616043091,110,3.8677189350128174,FALSE
jelle-w-1,0.09273607283830643,4.273159503936768,0.36255118250846863,0.30817553400993347,0.7500401139259338,154,3.4876155853271484,FALSE
jelle-w-2,0.04859456419944763,4.425246715545654,0.3601101040840149,0.2640634775161743,0.7391652464866638,154,3.6845781803131104,FALSE
joppe-h-1,0.17786161601543427,3.8328323364257812,0.526148796081543,0.3399409055709839,0.7522642016410828,68,3.807072877883911,NA
joppe-h-2,0.16808655858039856,4.674201965332031,0.7611626982688904,0.5470967292785645,0.6349431276321411,64,3.8082470893859863,NA
judith-h-1,0.1369670331478119,4.704098224639893,0.5016596913337708,0.26077407598495483,0.6692795157432556,121,3.7913100719451904,TRUE
judith-h-2,0.15938320755958557,3.8795554637908936,0.5451223254203796,0.1175282672047615,0.8673979640007019,97,3.0600318908691406,FALSE
ke-w-1,0.27488404512405396,4.448568344116211,0.6143686175346375,0.2964927852153778,0.6260294318199158,108,4.482517242431641,TRUE
ke-w-2,0.2694336473941803,4.335786819458008,0.19480282068252563,0.19560874998569489,0.6710039973258972,95,3.9258439540863037,TRUE
lai-z-1,0.10418953746557236,4.073705673217773,0.422188401222229,0.430147260427475,0.8300309777259827,154,3.9020841121673584,TRUE
lai-z-2,0.22849419713020325,4.187175273895264,0.693906307220459,0.16602720320224762,0.7672792673110962,78,3.7196648120880127,FALSE
lennart-p-1,0.17611856758594513,4.433711051940918,0.289802610874176,0.33509916067123413,0.7545191645622253,90,3.8916563987731934,FALSE
lennart-p-2,0.132384791970253,4.7482194900512695,0.31494197249412537,0.4344031810760498,0.6037083268165588,154,3.7536020278930664,FALSE
lesley-n-1,0.36032262444496155,4.396702289581299,0.4415541887283325,0.24830761551856995,0.4589386582374573,116,4.053367614746094,FALSE
lesley-n-2,0.17056141793727875,3.936666488647461,0.5917089581489563,0.10376616567373276,0.7974519729614258,95,3.515098810195923,FALSE
lo-l-1,0.18283243477344513,3.5189976692199707,0.22568801045417786,0.22004500031471252,0.9040679335594177,154,3.3323960304260254,FALSE
lo-l-2,0.17770206928253174,3.4967689514160156,0.28048399090766907,0.46049177646636963,0.8448372483253479,154,3.3557796478271484,FALSE
lucas-w-1,0.034586869180202484,5.440822601318359,0.7705163359642029,0.8198314309120178,0.6124269366264343,80,3.8941261768341064,FALSE
lucas-w-2,0.034760426729917526,5.18696403503418,0.8718019723892212,0.7983678579330444,0.7886142730712891,82,3.9909884929656982,FALSE
marit-r-1,0.12766483426094055,4.053900718688965,0.16558972001075745,0.19146667420864105,0.6659348011016846,126,3.5597646236419678,TRUE
marit-r-2,0.1996934562921524,4.434197902679443,0.24837476015090942,0.415739506483078,0.49142593145370483,60,3.749443769454956,TRUE
mees-k-1,0.364195853471756,4.088247776031494,0.5138152837753296,0.2653453052043915,0.7541849613189697,80,4.203125476837158,TRUE
mees-k-2,0.08655624836683273,3.970136880874634,0.23586048185825348,0.3288126587867737,0.6521095037460327,121,3.513519048690796,TRUE
mette-l-1,0.0745524987578392,5.2010393142700195,0.3875691592693329,0.6800907850265503,0.5972842574119568,151,4.0668721199035645,FALSE
mette-l-2,0.3119173049926758,5.337541103363037,0.6431280374526978,0.4070824682712555,0.5980533361434937,138,4.350621700286865,FALSE
nora-k-1,0.14513163268566132,4.190115928649902,0.4296129643917084,0.35816872119903564,0.5842349529266357,81,3.3793609142303467,NA
nora-k-2,0.28596779704093933,4.571660041809082,0.6281495690345764,0.47778698801994324,0.2972674071788788,97,4.1580657958984375,NA
onni-q-1,0.21121430397033691,4.586935520172119,0.38123878836631775,0.3972468376159668,0.614205539226532,97,3.9317963123321533,NA
onni-q-2,0.3804078996181488,4.888626575469971,0.4606892466545105,0.723530650138855,0.7228756546974182,61,4.5930938720703125,NA
popke-s-1,0.22660215198993683,4.640411853790283,0.7838593125343323,0.3651476204395294,0.5653882622718811,68,4.014730930328369,FALSE
popke-s-2,0.1962960660457611,4.9557647705078125,0.939696729183197,0.6104608774185181,0.5985094308853149,139,4.149710655212402,FALSE
raphael-h-1,0.3296075761318207,3.6798906326293945,0.22538474202156067,0.2966040372848511,0.8500475883483887,152,3.69443416595459,FALSE
raphael-h-2,0.2717297375202179,3.8372178077697754,0.294473260641098,0.6919705867767334,0.859529435634613,112,4.181511402130127,FALSE
reinout-w-1,0.13018059730529785,4.757043361663818,0.7756209969520569,0.38362357020378113,0.7509492635726929,130,3.669548749923706,FALSE
reinout-w-2,0.293941855430603,5.421286582946777,0.9187854528427124,0.6280021667480469,0.418940931558609,75,4.73491096496582,FALSE
roemer-i-1,0.011260777711868286,4.820046901702881,0.9472074508666992,0.6204107403755188,0.5525603890419006,99,3.761683940887451,TRUE
roemer-i-2,0.08238127082586288,4.059610366821289,0.973809003829956,0.3017929494380951,0.75826495885849,63,3.578270196914673,TRUE
ruishan-h-1,0.22957879304885864,3.710045337677002,0.24415400624275208,0.45306459069252014,0.7267307043075562,153,3.409914016723633,TRUE
ruishan-h-2,0.21090646088123322,3.873612642288208,0.27407896518707275,0.362813264131546,0.7943618893623352,63,3.599208354949951,TRUE
sanne-o-1,0.270158052444458,4.617303848266602,0.284282922744751,0.39628785848617554,0.593299150466919,87,4.006906032562256,TRUE
sanne-o.2,0.1893296241760254,4.363976955413818,0.6135887503623962,0.277966171503067,0.6418864727020264,121,3.9172050952911377,TRUE
sanne-v-1,0.16234815120697021,4.148195266723633,0.725472629070282,0.41359660029411316,0.5672457814216614,94,3.4850306510925293,FALSE
sanne-v-2,0.08537869155406952,4.131908416748047,0.6651933789253235,0.4749264121055603,0.43441280722618103,90,3.403228282928467,FALSE
santiago-m-1,0.38459137082099915,4.745987415313721,0.28328028321266174,0.4080880582332611,0.6796557903289795,94,4.435116291046143,NA
santiago-m-2,0.39384695887565613,4.789234638214111,0.384149968624115,0.48871317505836487,0.6330305933952332,97,4.746809005737305,NA
sarya-n-1,0.30263617634773254,4.065598964691162,0.567886233329773,0.06150330230593681,0.7229213118553162,121,3.788346529006958,TRUE
sarya-n-2,0.13825492560863495,4.180237770080566,0.7244917750358582,0.37514397501945496,0.8174073100090027,104,3.8191940784454346,TRUE
senn-v-1,0.24945518374443054,4.773411273956299,0.7722950577735901,0.4050288200378418,0.6010211110115051,112,3.707718849182129,FALSE
senn-v-2,0.16947132349014282,4.682065486907959,0.7153953909873962,0.46497002243995667,0.5749943852424622,160,3.757351875305176,FALSE
sven-n-1,0.23406541347503662,3.8515894412994385,0.4166630804538727,0.25106391310691833,0.6423368453979492,81,3.7485363483428955,TRUE
sven-n-2,0.3044596314430237,3.985092878341675,0.23722606897354126,0.4385850429534912,0.6357265710830688,90,3.745433807373047,TRUE
sytze-m-1,0.17169708013534546,3.8478875160217285,0.3714069426059723,0.5455176830291748,0.8496371507644653,85,4.0280866622924805,FALSE
sytze-m-2,0.14479564130306244,3.4986531734466553,0.29626384377479553,0.362478107213974,0.9184521436691284,154,4.181978702545166,FALSE
thijmen-g-1,0.12241378426551819,4.14274263381958,0.6130659580230713,0.39413055777549744,0.7829942107200623,63,4.10496187210083,FALSE
thijmen-g-2,0.24361039698123932,3.657397747039795,0.43616679310798645,0.42138463258743286,0.8907504677772522,84,3.9605231285095215,FALSE
thomas-m-1,0.13058169186115265,4.4911298751831055,0.6014149785041809,0.45080098509788513,0.5161704421043396,84,3.8100740909576416,NA
thomas-m-2,0.19646885991096497,4.310969829559326,0.8023657202720642,0.49102783203125,0.7981117963790894,65,4.673396110534668,NA
thomas-r-1,0.17556220293045044,4.031041145324707,0.5471446514129639,0.3452621400356293,0.7178869247436523,154,3.7022218704223633,TRUE
thomas-r-2,0.163385808467865,3.9979238510131836,0.4376376271247864,0.5032063722610474,0.8224053978919983,154,4.014210224151611,TRUE
ties-o-1,0.19468460977077484,4.03295373916626,0.3709832727909088,0.492981880903244,0.6094387769699097,130,4.068758010864258,TRUE
ties-o-2,0.149846613407135,4.233717918395996,0.5351746082305908,0.4415487051010132,0.5341362357139587,132,3.8755924701690674,TRUE
tobias-p-1,0.1918407678604126,3.3606252670288086,0.2277267724275589,0.3587336540222168,0.7866942286491394,152,3.2620065212249756,NA
tobias-p-2,0.06848479062318802,4.697505950927734,0.3737803101539612,0.4346179664134979,0.597682535648346,151,3.7400128841400146,NA
tuna-a-1,0.18225505948066711,4.919322490692139,0.7185009121894836,0.5450443029403687,0.48346394300460815,125,4.513111591339111,TRUE
tuna-a-2,0.19796773791313171,4.508295059204102,0.8760642409324646,0.3656037449836731,0.5691542029380798,63,3.9288249015808105,TRUE
tymon-z-1,0.15231086313724518,3.721418619155884,0.22783537209033966,0.4031292498111725,0.858356773853302,154,3.5643701553344727,FALSE
tymon-z-2,0.13178269565105438,3.6639482975006104,0.7702975273132324,0.29277119040489197,0.859022319316864,154,3.87016224861145,FALSE
wednesday-w-1,0.23763707280158997,4.21772575378418,0.8466236591339111,0.11517927795648575,0.6889673471450806,96,4.248702526092529,NA
wednesday-w-2,0.183899387717247,4.421396732330322,0.7145405411720276,0.3232320249080658,0.5458812117576599,130,4.159423828125,NA
wietske-b-1,0.2132975459098816,3.900306224822998,0.6046729683876038,0.2686028778553009,0.7070896625518799,154,3.6679787635803223,TRUE
wietske-b-2,0.2070649415254593,4.298215389251709,0.8554326891899109,0.0755562111735344,0.6993368864059448,74,4.076501369476318,TRUE
wijnand-h-1,0.3584849536418915,5.07896089553833,0.3141237497329712,0.40901437401771545,0.3808934986591339,76,4.0129523277282715,TRUE
wijnand-h-2,0.3177342116832733,4.961668968200684,0.5613611340522766,0.3038330078125,0.503284215927124,120,4.301987171173096,TRUE
xuelong-f-1,0.18121127784252167,4.304257869720459,0.6179671287536621,0.37987807393074036,0.7088427543640137,87,3.5078718662261963,FALSE
xuelong-f-2,0.16197021305561066,4.629356861114502,0.719218373298645,0.3451487123966217,0.6749700903892517,60,3.670731544494629,FALSE
